Problem Size,Direct Sum,Vector Sum,Indirect Sum
8388608,0,9.178711485,1.5177396940
16777216,0,11.01445378,1.8113875070
33554432,0,10.36142292,0.8497925311
67108864,0,11.27501075,0.2915367335
134217728,0,12.06369075,0.6238924258
268435456,0,12.27984542,0.248953805
