Problem Size,Direct Sum,Vector Sum,Indirect Sum
8388608,0,0.42557716369,2.57372856140
16777216,0,0.35464763641,2.15649604797
33554432,0,0.37699937820,4.59671020508
67108864,0,0.34645199775,13.3988261223
134217728,0,0.32380223274,6.26109540462
268435456,0,0.31810253858,15.6906619668
